"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"17-04","","98","3414","2411","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","37","7","62"
"17-04","","98","3414","2411","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","69","16","69"
"17-04","","98","3414","2411","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","45","8","74"
"17-04","","98","3414","2411","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","63","15","110"
"17-04","","98","3414","2411","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","473","102","659"
"17-04","","98","3414","2411","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","455","80","586"
"17-04","","98","3414","2411","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","411","71","580"
"17-04","","98","3414","2411","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","412","91","463"
"17-04","","98","3414","2411","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","352","85","662"
"17-04","","98","3414","2411","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","489","79","472"
"17-04","","98","3414","2411","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","477","108","642"
"17-04","","98","3414","2411","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","373","61","489"
"17-04","","98","3414","2411","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","396","71","611"
"17-04","","98","3414","2411","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","455","97","520"
"17-04","","98","3414","2411","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","487","86","679"
"17-04","","98","3414","2411","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","350","80","433"
"18-01","","99","5771","3963","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","591","88","550"
"18-01","","99","5771","3963","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","7","0","16"
"18-01","","99","5771","3963","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","12","2","17"
"18-01","","99","5771","3963","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","1256","179","1230"
"18-01","","99","5771","3963","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","1029","143","1026"
"18-01","","99","5771","3963","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","820","124","764"
"18-01","","99","5771","3963","1","3","US Representative, Dist 1","","7","(R) DJOU, Charles K.","REP","C","898","136","851"
"18-01","","99","5771","3963","1","3","US Representative, Dist 1","","8","(D) HANABUSA, Colleen W.","DEM","C","938","133","925"
"18-01","","99","5771","3963","1","10","State Senator, Dist 9","","21","(D) LAJALA, Kurt","DEM","C","649","99","776"
"18-01","","99","5771","3963","1","10","State Senator, Dist 9","","22","(R) SLOM, Sam","REP","C","1098","156","883"
"18-01","","99","5771","3963","1","29","State Representative, Dist 18","","60","(D) HASHEM, Mark Jun","DEM","C","1152","166","1127"
"18-01","","99","5771","3963","1","29","State Representative, Dist 18","","61","(R) LOW, Jeremy","REP","C","610","90","546"
"18-01","","99","5771","3963","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","456","61","488"
"18-01","","99","5771","3963","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","167","35","277"
"18-01","","99","5771","3963","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","103","27","134"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","170","19","199"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","23","4","25"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","19","8","23"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","51","12","108"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","125","17","83"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","62","11","87"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","69","5","85"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","12","1","14"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","29","8","36"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","60","12","49"
"18-01","","99","5771","3963","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","33","15","61"
"18-01","","99","5771","3963","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","576","101","692"
"18-01","","99","5771","3963","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","119","13","139"
"18-01","","99","5771","3963","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","425","66","331"
"18-01","","99","5771","3963","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","449","65","473"
"18-01","","99","5771","3963","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","20","6","26"
"18-01","","99","5771","3963","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","38","5","41"
"18-01","","99","5771","3963","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","98","19","145"
"18-01","","99","5771","3963","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","55","9","44"
"18-01","","99","5771","3963","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","107","22","132"
"18-01","","99","5771","3963","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","67","9","70"
"18-01","","99","5771","3963","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","74","11","87"
"18-01","","99","5771","3963","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","117","20","123"
"18-01","","99","5771","3963","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","80","13","109"
"18-01","","99","5771","3963","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","140","30","203"
"18-01","","99","5771","3963","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","876","137","848"
"18-01","","99","5771","3963","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","962","130","925"
"18-01","","99","5771","3963","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","901","110","847"
"18-01","","99","5771","3963","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","796","121","686"
"18-01","","99","5771","3963","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","741","139","923"
"18-01","","99","5771","3963","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","903","108","673"
"18-01","","99","5771","3963","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","942","154","915"
"18-01","","99","5771","3963","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","740","102","708"
"18-01","","99","5771","3963","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","784","135","935"
"18-01","","99","5771","3963","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","886","119","670"
"18-01","","99","5771","3963","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","911","148","952"
"18-01","","99","5771","3963","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","735","104","631"
"18-02","","100","1795","1385","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","164","23","253"
"18-02","","100","1795","1385","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","5","1","6"
"18-02","","100","1795","1385","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","2","0","8"
"18-02","","100","1795","1385","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","374","51","488"
"18-02","","100","1795","1385","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","314","43","404"
"18-02","","100","1795","1385","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","229","31","345"
"18-02","","100","1795","1385","1","3","US Representative, Dist 1","","7","(R) DJOU, Charles K.","REP","C","258","33","406"
"18-02","","100","1795","1385","1","3","US Representative, Dist 1","","8","(D) HANABUSA, Colleen W.","DEM","C","283","42","336"
"18-02","","100","1795","1385","1","10","State Senator, Dist 9","","21","(D) LAJALA, Kurt","DEM","C","226","37","371"
"18-02","","100","1795","1385","1","10","State Senator, Dist 9","","22","(R) SLOM, Sam","REP","C","290","35","356"
"18-02","","100","1795","1385","1","29","State Representative, Dist 18","","60","(D) HASHEM, Mark Jun","DEM","C","369","45","461"
"18-02","","100","1795","1385","1","29","State Representative, Dist 18","","61","(R) LOW, Jeremy","REP","C","152","27","263"
"18-02","","100","1795","1385","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","100","20","170"
"18-02","","100","1795","1385","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","34","9","105"
"18-02","","100","1795","1385","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","18","7","61"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","40","10","76"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","3","1","10"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","6","1","9"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","22","4","33"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","26","2","50"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","11","1","29"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","6","3","22"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","2","0","2"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","6","3","14"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","12","3","15"
"18-02","","100","1795","1385","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","10","4","25"
"18-02","","100","1795","1385","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","134","30","246"
"18-02","","100","1795","1385","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","23","4","48"
"18-02","","100","1795","1385","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","130","15","138"
"18-02","","100","1795","1385","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","119","28","216"
"18-02","","100","1795","1385","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","1","0","5"
"18-02","","100","1795","1385","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","5","1","17"
"18-02","","100","1795","1385","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","33","7","56"
"18-02","","100","1795","1385","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","15","2","16"
"18-02","","100","1795","1385","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","24","5","59"
"18-02","","100","1795","1385","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","11","1","18"
"18-02","","100","1795","1385","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","12","7","37"
"18-02","","100","1795","1385","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","24","1","44"
"18-02","","100","1795","1385","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","16","3","34"
"18-02","","100","1795","1385","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","41","14","75"
"18-02","","100","1795","1385","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","260","38","356"
"18-02","","100","1795","1385","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","283","37","391"
"18-02","","100","1795","1385","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","280","29","345"
"18-02","","100","1795","1385","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","227","39","330"
"18-02","","100","1795","1385","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","209","44","390"
"18-02","","100","1795","1385","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","267","27","301"
"18-02","","100","1795","1385","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","280","46","420"
"18-02","","100","1795","1385","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","211","27","273"
"18-02","","100","1795","1385","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","201","33","356"
"18-02","","100","1795","1385","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","281","39","342"
"18-02","","100","1795","1385","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","271","37","387"
"18-02","","100","1795","1385","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","212","35","302"
"18-03","","101","4519","3268","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","503","73","579"
"18-03","","101","4519","3268","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","2","2","10"
"18-03","","101","4519","3268","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","2","1","14"
"18-03","","101","4519","3268","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","868","126","1067"
"18-03","","101","4519","3268","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","689","113","828"
"18-03","","101","4519","3268","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","671","87","827"
"18-03","","101","4519","3268","1","3","US Representative, Dist 1","","7","(R) DJOU, Charles K.","REP","C","760","100","897"
"18-03","","101","4519","3268","1","3","US Representative, Dist 1","","8","(D) HANABUSA, Colleen W.","DEM","C","602","101","735"
"18-03","","101","4519","3268","1","10","State Senator, Dist 9","","21","(D) LAJALA, Kurt","DEM","C","427","76","601"
"18-03","","101","4519","3268","1","10","State Senator, Dist 9","","22","(R) SLOM, Sam","REP","C","849","113","923"
"18-03","","101","4519","3268","1","29","State Representative, Dist 18","","60","(D) HASHEM, Mark Jun","DEM","C","788","119","995"
"18-03","","101","4519","3268","1","29","State Representative, Dist 18","","61","(R) LOW, Jeremy","REP","C","517","74","560"
"18-03","","101","4519","3268","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","290","59","373"
"18-03","","101","4519","3268","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","125","22","205"
"18-03","","101","4519","3268","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","49","10","125"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","99","30","155"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","8","0","15"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","16","4","25"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","36","15","52"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","104","13","83"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","40","6","85"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","39","5","58"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","8","0","8"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","24","1","27"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","35","6","50"
"18-03","","101","4519","3268","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","19","8","34"
"18-03","","101","4519","3268","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","380","78","515"
"18-03","","101","4519","3268","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","88","18","121"
"18-03","","101","4519","3268","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","302","43","255"
"18-03","","101","4519","3268","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","368","51","492"
"18-03","","101","4519","3268","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","4","1","23"
"18-03","","101","4519","3268","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","23","1","26"
"18-03","","101","4519","3268","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","63","17","89"
"18-03","","101","4519","3268","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","19","2","40"
"18-03","","101","4519","3268","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","64","13","120"
"18-03","","101","4519","3268","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","25","6","44"
"18-03","","101","4519","3268","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","55","11","70"
"18-03","","101","4519","3268","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","94","19","90"
"18-03","","101","4519","3268","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","54","11","79"
"18-03","","101","4519","3268","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","110","17","149"
"18-03","","101","4519","3268","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","627","114","723"
"18-03","","101","4519","3268","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","744","87","904"
"18-03","","101","4519","3268","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","588","88","799"
"18-03","","101","4519","3268","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","646","95","644"
"18-03","","101","4519","3268","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","554","106","861"
"18-03","","101","4519","3268","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","650","84","615"
"18-03","","101","4519","3268","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","716","123","846"
"18-03","","101","4519","3268","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","512","63","640"
"18-03","","101","4519","3268","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","516","97","808"
"18-03","","101","4519","3268","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","700","90","683"
"18-03","","101","4519","3268","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","692","95","841"
"18-03","","101","4519","3268","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","529","91","620"
"18-04","","102","5930","4381","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","793","119","679"
"18-04","","102","5930","4381","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","3","0","7"
"18-04","","102","5930","4381","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","13","1","14"
"18-04","","102","5930","4381","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","1349","190","1189"
"18-04","","102","5930","4381","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","1076","151","942"
"18-04","","102","5930","4381","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","1054","155","917"
"18-04","","102","5930","4381","1","3","US Representative, Dist 1","","7","(R) DJOU, Charles K.","REP","C","1144","152","986"
"18-04","","102","5930","4381","1","3","US Representative, Dist 1","","8","(D) HANABUSA, Colleen W.","DEM","C","983","153","863"
"18-04","","102","5930","4381","1","10","State Senator, Dist 9","","21","(D) LAJALA, Kurt","DEM","C","629","103","707"
"18-04","","102","5930","4381","1","10","State Senator, Dist 9","","22","(R) SLOM, Sam","REP","C","1315","184","989"
"18-04","","102","5930","4381","1","29","State Representative, Dist 18","","60","(D) HASHEM, Mark Jun","DEM","C","1010","152","927"
"18-04","","102","5930","4381","1","29","State Representative, Dist 18","","61","(R) LOW, Jeremy","REP","C","932","140","794"
"18-04","","102","5930","4381","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","393","72","415"
"18-04","","102","5930","4381","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","154","25","245"
"18-04","","102","5930","4381","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","92","16","132"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","124","19","198"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","13","4","20"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","13","3","15"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","67","15","76"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","126","13","112"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","38","13","81"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","46","10","58"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","11","2","9"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","38","5","26"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","48","7","38"
"18-04","","102","5930","4381","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","46","10","49"
"18-04","","102","5930","4381","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","498","95","595"
"18-04","","102","5930","4381","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","130","21","146"
"18-04","","102","5930","4381","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","455","66","304"
"18-04","","102","5930","4381","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","483","83","492"
"18-04","","102","5930","4381","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","15","2","28"
"18-04","","102","5930","4381","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","33","4","32"
"18-04","","102","5930","4381","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","96","15","124"
"18-04","","102","5930","4381","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","37","2","38"
"18-04","","102","5930","4381","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","103","19","136"
"18-04","","102","5930","4381","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","50","7","58"
"18-04","","102","5930","4381","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","50","11","85"
"18-04","","102","5930","4381","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","115","17","99"
"18-04","","102","5930","4381","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","62","9","81"
"18-04","","102","5930","4381","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","134","32","162"
"18-04","","102","5930","4381","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","985","158","827"
"18-04","","102","5930","4381","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","1143","151","1023"
"18-04","","102","5930","4381","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","1032","148","866"
"18-04","","102","5930","4381","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","901","129","790"
"18-04","","102","5930","4381","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","854","149","926"
"18-04","","102","5930","4381","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","1012","133","739"
"18-04","","102","5930","4381","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","1091","176","1027"
"18-04","","102","5930","4381","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","814","114","681"
"18-04","","102","5930","4381","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","802","120","854"
"18-04","","102","5930","4381","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","1070","169","830"
"18-04","","102","5930","4381","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","1017","153","951"
"18-04","","102","5930","4381","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","829","130","714"
"19-01","","103","5267","3788","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","760","115","641"
"19-01","","103","5267","3788","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","5","1","13"
"19-01","","103","5267","3788","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","13","3","7"
"19-01","","103","5267","3788","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","1016","154","1034"
"19-01","","103","5267","3788","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","817","131","839"
"19-01","","103","5267","3788","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","953","139","834"
"19-01","","103","5267","3788","1","3","US Representative, Dist 1","","7","(R) DJOU, Charles K.","REP","C","1024","147","930"
"19-01","","103","5267","3788","1","3","US Representative, Dist 1","","8","(D) HANABUSA, Colleen W.","DEM","C","745","121","718"
"19-01","","103","5267","3788","1","10","State Senator, Dist 9","","21","(D) LAJALA, Kurt","DEM","C","454","91","590"
"19-01","","103","5267","3788","1","10","State Senator, Dist 9","","22","(R) SLOM, Sam","REP","C","1149","162","890"
"19-01","","103","5267","3788","1","30","State Representative, Dist 19","","62","(D) KOBAYASHI, Bertrand (Bert)","DEM","C","977","148","868"
"19-01","","103","5267","3788","1","30","State Representative, Dist 19","","63","(R) YOUNG, Darrell","REP","C","645","105","617"
"19-01","","103","5267","3788","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","351","66","355"
"19-01","","103","5267","3788","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","148","30","231"
"19-01","","103","5267","3788","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","65","25","122"
